0	5	+0.00219008	+0.000001
1	4	+0.00000040	+5.305459
1	6	+0.00000446	+3.819189
2	3	+0.00006057	+2.211369
2	5	+0.00000010	+6.159890
2	7	+0.00005433	+2.278380
3	2	+0.00348624	-0.286528
3	4	+0.00000475	+3.780362
3	6	+0.00000030	+5.482770
3	8	+0.00001486	+3.077407
4	1	+0.09712521	-2.337205
4	3	+0.00022131	+1.412735
4	5	+0.00000373	+3.929354
4	9	+0.00001343	+3.139770
5	0	+0.88634311	-3.700000
5	2	+0.00364059	-0.313229
5	4	+0.00000327	+4.010476
5	10	+0.00000011	+6.101147
6	1	+0.00681873	-0.700000
6	3	+0.00001432	+3.100221
