0	6	+0.00140274	+0.000003
1	5	+0.00000014	+5.677924
1	7	+0.00000263	+3.870135
2	4	+0.00000308	+3.772786
2	6	+0.00000007	+6.105140
2	8	+0.00000950	+3.078562
3	3	+0.00010810	+1.579764
3	5	+0.00000099	+4.472322
3	7	+0.00000016	+5.595623
3	9	+0.00003748	+2.232624
4	2	+0.00260745	-0.382095
4	4	+0.00002010	+2.616659
4	6	+0.00000075	+4.643437
4	8	+0.00000003	+6.627365
4	10	+0.00001310	+2.880519
5	1	+0.07159701	-2.423838
5	3	+0.00036053	+0.837370
5	5	+0.00000011	+5.826562
5	7	+0.00000008	+6.022839
5	11	+0.00000137	+4.272096
6	0	+0.92365677	-4.000000
6	2	+0.00017770	+1.273418
