0	5	+0.00427180	+0.000001
1	4	+0.00000422	+4.265057
1	6	+0.00001541	+3.466783
2	3	+0.00003752	+2.918327
2	5	+0.00001742	+3.391218
2	7	+0.00022178	+1.823204
3	2	+0.00464901	-0.052153
3	4	+0.00015109	+2.059762
3	6	+0.00018308	+1.941395
3	8	+0.00116695	+0.799791
4	1	+0.07068299	-1.729558
4	3	+0.02776224	-1.153570
4	5	+0.00022037	+1.827135
4	7	+0.00020167	+1.881789
4	9	+0.00031074	+1.615330
5	0	+0.65309003	-3.100000
5	2	+0.09503234	-1.912003
5	4	+0.03601892	-1.314045
5	6	+0.00039549	+1.466687
5	8	+0.00000246	+4.597680
5	10	+0.00009603	+2.339097
6	1	+0.00060961	+1.200000
6	3	+0.07924109	-1.800000
6	5	+0.02561762	-1.104018
