0	5	+0.00292921	+0.000002
1	4	+0.00000090	+4.984879
1	6	+0.00000935	+3.542186
2	3	+0.00011237	+2.009701
2	5	+0.00000360	+4.130448
2	7	+0.00007595	+2.251136
3	2	+0.00397380	-0.187976
3	4	+0.00083307	+0.774971
3	6	+0.00000093	+4.964669
3	8	+0.00056062	+1.019089
4	1	+0.07652069	-2.011015
4	3	+0.00735996	-0.567847
4	5	+0.00002477	+2.941711
4	7	+0.00000733	+3.692204
4	9	+0.00081819	+0.786080
5	0	+0.38075893	-3.000000
5	2	+0.07502141	-1.998819
5	4	+0.00010757	+2.036608
5	6	+0.00003699	+2.694549
5	8	+0.00000324	+4.195386
5	10	+0.00217002	+0.184902
6	1	+0.44824822	-3.100575
6	3	+0.00036189	+1.288863
6	11	+0.00006089	+2.387351
