0	6	+0.00054008	+0.000009
1	5	+0.00000038	+4.474219
1	7	+0.00000078	+4.030993
2	4	+0.00000526	+2.854649
2	6	+0.00000005	+5.724251
2	8	+0.00002976	+1.786508
3	3	+0.00015026	+0.788526
3	5	+0.00000082	+4.000170
3	7	+0.00000012	+5.184663
3	9	+0.00023796	+0.505172
4	2	+0.00081793	-0.255809
4	4	+0.00001177	+2.358233
4	6	+0.00000420	+2.993354
4	8	+0.00000018	+4.934758
4	10	+0.00064333	-0.107814
5	1	+0.05405094	-2.838838
5	3	+0.00011812	+0.936859
5	5	+0.00000369	+3.073144
5	7	+0.00000070	+4.097690
5	9	+0.00000082	+4.000170
5	11	+0.00000231	+3.361826
6	0	+0.94140269	-4.600000
6	2	+0.00197774	-0.799998
