0	5	+0.00039114	+0.000001
1	4	+0.00000011	+5.039420
1	6	+0.00000198	+3.257964
2	3	+0.00001217	+2.138763
2	5	+0.00000003	+5.840222
2	7	+0.00002384	+1.724341
3	2	+0.00067934	-0.340254
3	4	+0.00000266	+3.076002
3	6	+0.00000027	+4.485981
3	8	+0.00010022	+0.839272
4	1	+0.02641390	-2.596387
4	3	+0.00012689	+0.693845
4	5	+0.00003418	+1.502288
4	7	+0.00000023	+4.584807
4	9	+0.00121900	-0.700607
5	0	+0.68177966	-4.600000
5	2	+0.00475980	-1.540172
5	4	+0.00136791	-0.771642
5	6	+0.00000147	+3.441532
5	8	+0.00000011	+5.039420
5	10	+0.01450171	-2.226814
6	1	+0.13211334	-3.588555
6	3	+0.00242211	-1.123792
6	5	+0.00000003	+5.840222
6	11	+0.09729374	-3.400000
7	2	+0.03675403	-2.800000
