0	5	+0.00071154	+0.000003
1	4	+0.00000013	+5.305257
1	6	+0.00000274	+3.426538
2	3	+0.00002558	+2.049721
2	5	+0.00000021	+5.009676
2	7	+0.00003192	+1.913250
3	2	+0.00460461	-1.150942
3	4	+0.00002187	+2.146299
3	6	+0.00000060	+4.362627
3	8	+0.00007642	+1.375176
4	1	+0.11425259	-3.130233
4	3	+0.00214089	-0.678925
4	5	+0.00011047	+1.148055
4	7	+0.00000019	+5.071362
4	9	+0.00160932	-0.503015
5	0	+0.76229367	-4.300000
5	2	+0.02674657	-2.235302
5	4	+0.00147704	-0.450151
5	6	+0.00000012	+5.354591
5	10	+0.08571339	-2.953095
6	11	+0.00018004	+0.847012
