0	5	+0.08783013	+0.000000
1	4	+0.00002481	+5.036690
1	6	+0.00046491	+3.230441
2	3	+0.00033831	+3.426364
2	5	+0.00001307	+5.431720
2	7	+0.03176737	+0.626798
3	2	+0.00684411	+1.572914
3	4	+0.00025115	+3.609980
3	6	+0.00022349	+3.681897
3	8	+0.18816245	-0.469591
4	1	+0.04425381	+0.422479
4	3	+0.00184238	+2.381757
4	5	+0.00321739	+2.038139
4	7	+0.00307759	+2.065520
4	9	+0.01094242	+1.283690
5	0	+0.61546433	-1.200000
5	2	+0.00161620	+2.462486
5	4	+0.00041116	+3.306166
5	6	+0.00031575	+3.468899
5	8	+0.00015855	+3.893485
5	10	+0.00275536	+2.133686
6	11	+0.00002514	+5.028546
