0	5	+0.00013203	+0.000034
1	4	+0.00000006	+4.743670
1	6	+0.00000042	+3.544324
2	3	+0.00000172	+2.675390
2	5	+0.00000006	+4.743670
2	7	+0.00000515	+1.999466
3	2	+0.00013756	-0.025256
3	4	+0.00000520	+1.993511
3	6	+0.00000010	+4.428826
3	8	+0.00006449	+0.441654
4	1	+0.01482554	-2.909763
4	3	+0.00027056	-0.442170
4	5	+0.00000404	+2.149084
4	7	+0.00000031	+3.731496
4	9	+0.00022128	-0.318245
5	0	+0.60923760	-5.200000
5	2	+0.00870553	-2.581627
5	4	+0.00049037	-0.808687
5	6	+0.00000025	+3.864078
5	8	+0.00000005	+4.856042
5	10	+0.00002606	+1.000126
6	1	+0.34211327	-4.844330
6	3	+0.02375823	-3.200416
