0	4	+0.01385724	+0.000000
1	3	+0.00000432	+4.975916
1	5	+0.00004142	+3.582670
2	2	+0.00087819	+1.700302
2	4	+0.00000202	+5.444433
2	6	+0.00029706	+2.368372
3	1	+0.11764224	-1.318256
3	3	+0.00012746	+2.889878
3	5	+0.00006059	+3.348235
3	7	+0.00302379	+0.938255
4	0	+0.80031126	-2.500000
4	2	+0.00599472	+0.516451
4	4	+0.00011818	+2.936470
4	6	+0.00010371	+3.016971
4	8	+0.01876485	-0.186861
5	1	+0.02589553	-0.385375
5	3	+0.00052422	+2.018304
5	5	+0.00054242	+1.997269
5	7	+0.00004881	+3.481485
5	9	+0.01176188	+0.101046
