0	5	+0.00496573	+0.000000
1	4	+0.00000153	+4.983151
1	6	+0.00001755	+3.479410
2	3	+0.00006138	+2.707731
2	5	+0.00000099	+5.251456
2	7	+0.00011234	+2.335186
3	2	+0.00219464	+0.503269
3	4	+0.00002047	+3.384551
3	6	+0.00000053	+5.636563
3	8	+0.00013249	+2.233504
4	1	+0.07628552	-1.683798
4	3	+0.00031278	+1.704071
4	5	+0.00001469	+3.589049
4	7	+0.00000010	+6.664440
4	9	+0.00001348	+3.642029
5	0	+0.89291074	-3.200000
5	2	+0.02282917	-0.940216
5	4	+0.00012261	+2.281270
5	6	+0.00000306	+4.555936
5	10	+0.00000012	+6.552068
