0	5	+0.00632095	+0.000000
1	4	+0.00000105	+5.363919
1	6	+0.00001529	+3.713105
2	3	+0.00005166	+2.962718
2	5	+0.00000023	+6.299813
2	7	+0.00048360	+1.584224
3	2	+0.00062409	+1.427035
3	4	+0.00000665	+4.226260
3	6	+0.00000011	+6.754426
3	8	+0.00018979	+2.160713
4	1	+0.01851741	-0.662469
4	3	+0.00010072	+2.551211
4	5	+0.00000116	+5.302513
4	9	+0.00003020	+3.293596
5	0	+0.96637180	-3.100000
5	2	+0.00441831	+0.220720
5	4	+0.00000766	+4.139112
5	6	+0.00000001	+8.232349
5	10	+0.00000082	+5.516304
6	1	+0.00268227	+0.528332
6	3	+0.00017576	+2.208047
6	5	+0.00000037	+6.006790
