0	5	+0.00051561	+0.000002
1	4	+0.00000009	+5.333388
1	6	+0.00000205	+3.406836
2	3	+0.00001660	+2.117719
2	5	+0.00000013	+5.106744
2	7	+0.00002661	+1.826877
3	2	+0.00290644	-1.065859
3	4	+0.00000323	+3.126621
3	6	+0.00000201	+3.418982
3	8	+0.00003486	+1.660432
4	1	+0.09340965	-3.204604
4	3	+0.00006110	+1.314559
4	5	+0.00000631	+2.713886
4	7	+0.00000375	+3.034618
4	9	+0.00022016	+0.524506
5	0	+0.76413481	-4.500000
5	2	+0.01028237	-1.844607
5	4	+0.00004652	+1.482592
5	6	+0.00001983	+2.008138
5	8	+0.00001959	+2.015643
5	10	+0.00000438	+2.938904
6	1	+0.12825488	-3.400000
6	3	+0.00002345	+1.904793
6	5	+0.00000467	+2.899391
6	7	+0.00000041	+4.398800
6	9	+0.00000041	+4.398800
