0	4	+0.11964005	+0.000000
1	3	+0.00003588	+4.999802
1	5	+0.00029639	+3.698399
2	2	+0.00442074	+2.032806
2	4	+0.00000561	+6.143503
2	6	+0.00628577	+1.815865
3	1	+0.11928163	+0.001849
3	3	+0.00070796	+3.161743
3	5	+0.00001351	+5.601813
3	7	+0.01201917	+1.416344
4	0	+0.71280812	-1.100000
4	2	+0.01026228	+1.513743
4	4	+0.00048920	+3.389553
4	6	+0.00000256	+6.627050
4	8	+0.00065473	+3.209919
5	1	+0.00934453	+1.571484
5	3	+0.00364842	+2.151151
5	5	+0.00002993	+5.111556
5	7	+0.00000060	+7.521259
5	9	+0.00005283	+4.761340
