0	4	+0.00062227	+0.000006
1	3	+0.00000008	+5.521874
1	5	+0.00000228	+3.457189
2	2	+0.00001718	+2.212443
2	4	+0.00000051	+4.380172
2	6	+0.00002625	+1.951164
3	1	+0.00336064	-1.039462
3	3	+0.00011027	+1.066550
3	5	+0.00000247	+3.407855
3	7	+0.00026654	+0.522571
4	0	+0.48192301	-4.100000
4	2	+0.00361767	-1.084885
4	4	+0.00105547	-0.325649
4	6	+0.00000055	+4.333634
4	8	+0.00009304	+1.171268
5	1	+0.50628223	-4.130392
5	3	+0.00151350	-0.547802
5	5	+0.00110402	-0.353367
5	7	+0.00000102	+3.952957
5	9	+0.00000090	+4.030100
