0	5	+0.00195736	+0.000000
1	4	+0.00000057	+5.017927
1	6	+0.00000592	+3.575407
2	3	+0.00002826	+2.611997
2	5	+0.00000117	+4.574702
2	7	+0.00004704	+2.297940
3	2	+0.00250436	-0.151889
3	4	+0.00004797	+2.285873
3	6	+0.00000969	+3.271700
3	8	+0.00041239	+0.959880
4	1	+0.02537678	-1.579213
4	3	+0.00638455	-0.728691
4	5	+0.00038531	+1.001743
4	7	+0.00024862	+1.271776
4	9	+0.00295892	-0.254689
5	0	+0.79215881	-3.700000
5	2	+0.00359289	-0.374341
5	4	+0.00328273	-0.318697
5	6	+0.00143089	+0.193100
5	8	+0.00175966	+0.065626
5	10	+0.01282438	-1.158569
6	1	+0.05898263	-2.099041
6	3	+0.04279950	-1.901370
6	5	+0.04279950	-1.901370
