0	7	+0.00024192	+0.000006
1	6	+0.00000004	+5.366790
1	8	+0.00000030	+4.124922
2	5	+0.00000120	+3.270491
2	9	+0.00000161	+3.089340
3	4	+0.00003732	+1.151997
3	6	+0.00000006	+5.116885
3	8	+0.00000003	+5.544101
3	10	+0.00000704	+2.180006
4	3	+0.00070169	-0.656326
4	5	+0.00000048	+3.835239
4	7	+0.00000020	+4.374827
4	9	+0.00000002	+5.794006
4	11	+0.00000125	+3.245331
5	2	+0.00647467	-2.025937
5	4	+0.00001829	+1.591556
5	6	+0.00000118	+3.280850
5	12	+0.00000101	+3.376730
6	1	+0.04342559	-3.198928
6	3	+0.00000344	+2.621391
6	5	+0.00000114	+3.302105
7	0	+0.94908141	-5.100000
