0	5	+0.00018611	+0.000026
1	4	+0.00000005	+5.067629
1	6	+0.00000045	+3.713389
2	3	+0.00000945	+1.836923
2	5	+0.00000007	+4.860248
2	7	+0.00000564	+2.155036
3	2	+0.00100311	-1.038216
3	4	+0.00000801	+1.938819
3	6	+0.00000012	+4.528042
3	8	+0.00009102	+0.440869
4	1	+0.01010551	-2.461950
4	3	+0.00036826	-0.420597
4	5	+0.00000336	+2.474265
4	7	+0.00000101	+3.215102
4	9	+0.00087652	-0.955071
5	0	+0.52782311	-4.900000
5	2	+0.00545759	-2.082238
5	4	+0.00003033	+1.118193
5	6	+0.00000528	+2.195688
5	8	+0.00000617	+2.099679
5	10	+0.00436508	-1.944565
6	1	+0.44965363	-4.801211
