0	6	+0.00113189	+0.000005
1	5	+0.00000030	+5.075958
1	7	+0.00000218	+3.853569
2	4	+0.00000660	+3.170820
2	6	+0.00000012	+5.640706
2	8	+0.00001292	+2.756819
3	3	+0.00032357	+0.771806
3	5	+0.00000204	+3.894479
3	7	+0.00000032	+5.036180
3	9	+0.00004604	+1.973613
4	2	+0.00727469	-1.146706
4	4	+0.00002108	+2.455090
4	6	+0.00000373	+3.522543
4	8	+0.00000017	+5.426030
4	10	+0.00000304	+3.648616
5	1	+0.11056352	-2.823888
5	3	+0.00027433	+0.873554
5	5	+0.00003917	+2.073214
5	7	+0.00000210	+3.876613
5	9	+0.00000009	+5.818017
5	11	+0.00000087	+4.419733
6	0	+0.87660142	-4.100000
6	2	+0.00365401	-0.722308
6	4	+0.00003561	+2.131941
6	6	+0.00000005	+6.180294
