0	6	+0.00086321	+0.000004
1	5	+0.00000028	+4.951461
1	7	+0.00000396	+3.318643
2	4	+0.00004177	+1.866582
2	6	+0.00000184	+3.791055
2	8	+0.00007306	+1.521984
3	3	+0.00476808	-1.053349
3	5	+0.00001503	+2.496564
3	7	+0.00014804	+1.086723
3	9	+0.00063158	+0.192570
4	2	+0.18269421	-3.300450
4	4	+0.00084182	+0.015470
4	6	+0.00003393	+1.994707
4	8	+0.00000477	+3.203940
4	10	+0.00019295	+0.923424
5	1	+0.01224966	-1.634900
5	3	+0.11557367	-3.018224
5	5	+0.00447424	-1.014145
5	7	+0.00002357	+2.219255
5	9	+0.00000006	+5.900901
5	11	+0.00000190	+3.771278
6	0	+0.66851936	-4.100000
6	2	+0.00172803	-0.427785
6	4	+0.00000011	+5.527314
6	6	+0.00000010	+5.586058
6	8	+0.00000022	+5.100099
7	1	+0.00711446	-1.300000
