0	5	+0.00103390	+0.000000
1	4	+0.00000032	+4.980365
1	6	+0.00000228	+3.770111
2	3	+0.00006690	+1.687478
2	5	+0.00000022	+5.211305
2	7	+0.00005285	+1.832776
3	2	+0.00915927	-1.344505
3	4	+0.00000501	+3.284890
3	6	+0.00000011	+5.638520
3	8	+0.00038124	+0.614902
4	1	+0.17422692	-3.159996
4	3	+0.00035989	+0.650422
4	5	+0.00000068	+4.515785
4	7	+0.00000016	+5.407581
4	9	+0.00399644	-0.833334
5	0	+0.80070598	-4.100000
5	2	+0.00377574	-0.798321
5	4	+0.00001790	+2.500062
5	6	+0.00000002	+6.689227
5	10	+0.00273949	-0.600584
6	1	+0.00336432	-0.727214
6	3	+0.00010999	+1.381039
6	5	+0.00000025	+5.132516
