0	4	+0.00051327	+0.000009
1	3	+0.00000037	+4.459274
1	5	+0.00000126	+3.704031
2	2	+0.00007918	+1.152000
2	4	+0.00000011	+5.206910
2	6	+0.00005527	+1.373570
3	1	+0.01860518	-2.212900
3	3	+0.00000925	+2.475347
3	5	+0.00000512	+2.839894
3	7	+0.00122942	-0.538363
4	0	+0.89467024	-4.600000
4	2	+0.00030209	+0.326718
4	4	+0.00021156	+0.546268
4	6	+0.00000470	+2.892648
4	8	+0.00008596	+1.101362
5	1	+0.00333841	-1.154059
5	3	+0.00180850	-0.776243
5	5	+0.00023019	+0.494251
5	7	+0.00000008	+5.403186
5	9	+0.00037622	+0.191462
6	2	+0.07847183	-3.100000
6	10	+0.00000167	+3.530400
