0	5	+0.00857049	+0.000000
1	4	+0.00000854	+4.259734
1	6	+0.00002015	+3.730639
2	3	+0.00004097	+3.293261
2	5	+0.00005580	+3.102853
2	7	+0.00057385	+1.666410
3	2	+0.00086532	+1.413260
3	4	+0.00003748	+3.348136
3	6	+0.00623061	+0.196521
3	8	+0.00672432	+0.149521
4	1	+0.06910336	-1.286476
4	3	+0.00078040	+1.476923
4	5	+0.00225388	+0.823230
4	7	+0.00034185	+1.985673
4	9	+0.02603318	-0.684784
5	0	+0.68472205	-2.700000
5	2	+0.00556250	+0.266431
5	4	+0.00950869	-0.064026
5	6	+0.02757759	-0.720305
5	8	+0.00007722	+2.902613
5	10	+0.03831761	-0.923023
6	1	+0.00234045	+0.800000
6	3	+0.02668878	-0.700113
6	5	+0.08314006	-1.400452
6	7	+0.00023217	+2.224137
6	9	+0.00019254	+2.339495
