0	4	+0.00082734	+0.000004
1	3	+0.00000023	+5.046542
1	5	+0.00000207	+3.692301
2	2	+0.00001845	+2.344044
2	4	+0.00000046	+4.619326
2	6	+0.00001319	+2.550892
3	1	+0.00308047	-0.810252
3	3	+0.00003714	+1.912833
3	5	+0.00000803	+2.856766
3	7	+0.00005314	+1.692037
4	0	+0.39381399	-3.800000
4	2	+0.00302095	-0.798227
4	4	+0.00003383	+1.970366
4	6	+0.00003115	+2.021235
4	8	+0.00014134	+1.089108
5	1	+0.57163984	-4.029668
5	3	+0.00013383	+1.122759
5	5	+0.00002833	+2.079722
5	7	+0.00002825	+2.081465
5	9	+0.00000145	+3.911709
6	2	+0.02708279	-2.150066
6	4	+0.00000361	+3.349517
