0	5	+0.00012088	+0.000020
1	4	+0.00000004	+4.939181
1	6	+0.00000029	+3.718208
2	3	+0.00000739	+1.722492
2	5	+0.00000001	+5.793612
2	7	+0.00001047	+1.507767
3	2	+0.00044925	-0.809101
3	4	+0.00000248	+2.395457
3	6	+0.00000004	+4.939181
3	8	+0.00091097	-1.244812
4	1	+0.04067576	-3.586218
4	3	+0.00011962	+0.006479
4	5	+0.00000213	+2.489225
4	7	+0.00000003	+5.116492
4	9	+0.03042769	-3.407307
5	0	+0.90750526	-5.500000
5	2	+0.01876156	-3.109279
5	4	+0.00003155	+0.827906
5	6	+0.00000247	+2.397947
5	10	+0.00097201	-1.284785
