0	4	+0.00140068	+0.000004
1	3	+0.00000101	+4.459089
1	5	+0.00000296	+3.796375
2	2	+0.00024480	+1.075071
2	4	+0.00000153	+4.203112
2	6	+0.00001308	+2.880556
3	1	+0.04989997	-2.202223
3	3	+0.00010276	+1.610084
3	5	+0.00000750	+3.223353
3	7	+0.00002413	+2.503126
4	0	+0.66672436	-3.800000
4	2	+0.02032955	-1.648782
4	4	+0.00000627	+3.333757
4	6	+0.00000268	+3.857622
4	8	+0.00012613	+1.483785
5	1	+0.25294052	-3.202628
5	3	+0.00106150	+0.170900
5	5	+0.00000009	+5.949339
5	7	+0.00000007	+6.104235
5	9	+0.00000004	+6.449149
6	2	+0.00709536	-1.000000
6	4	+0.00001490	+2.800261
