0	5	+0.00228421	+0.000002
1	4	+0.00000089	+4.838474
1	6	+0.00000424	+3.876305
2	3	+0.00014432	+1.702178
2	5	+0.00000044	+5.272653
2	7	+0.00006569	+2.187292
3	2	+0.01467768	-1.146583
3	4	+0.00003204	+2.629802
3	6	+0.00000202	+4.333301
3	8	+0.00064039	+0.783802
4	1	+0.19011234	-2.725211
4	3	+0.00115181	+0.422002
4	5	+0.00001761	+2.998694
4	7	+0.00000550	+3.715942
4	9	+0.00004407	+2.433316
5	0	+0.78598659	-3.600000
5	2	+0.00305517	-0.179240
5	4	+0.00165419	+0.198900
5	6	+0.00002361	+2.817980
5	8	+0.00002070	+2.899052
5	10	+0.00007638	+2.094364
