0	7	+0.02611180	+0.000000
1	6	+0.00000779	+5.003031
1	8	+0.00008014	+3.566379
2	5	+0.00094844	+2.043372
2	7	+0.00000482	+5.298916
2	9	+0.00094684	+2.044413
3	4	+0.00190839	+1.612428
3	6	+0.00036778	+2.627253
3	8	+0.00001920	+4.447048
3	10	+0.00008946	+3.498571
4	3	+0.01808167	+0.226499
4	5	+0.00227812	+1.503280
4	7	+0.00079702	+2.150578
4	9	+0.00000047	+6.733634
4	11	+0.00002006	+4.420041
5	2	+0.31014817	-1.525237
5	4	+0.00616582	+0.889607
5	6	+0.00591853	+0.914836
5	8	+0.00000016	+7.397778
6	1	+0.43903816	-1.739438
6	3	+0.01915117	+0.191081
6	5	+0.00074161	+2.194989
6	7	+0.00000001	+9.106640
7	0	+0.15557256	-1.100000
7	2	+0.01160167	+0.500000
